"V1"	"V2"	"V3"	"V4"	"V5"
"Phyca11_528940"	1212.96457869236	457.244567848884	351.799294723889	99.6919502431556	53.253020574654
"Phyca11_117198"	131.218333169121	169.00131753024	25.7337590248969	1.23870346996027	1.03974894315689
"Phyca11_509202"	919.350171401194	307.121860696656	205.707855528608	38.6741507770285	5.4869432190466
"Phyca11_503425"	7141.7646489513	8994.59139923329	10337.4914438931	13461.8613040734	14923.4395057768
"Phyca11_22122"	403.087120559668	638.756113436405	100.397605874621	15.3067526142187	0
"Phyca11_555525"	394.376778613408	117.255050014307	52.3035244550029	4.09166709743909	3.18607767999693
"Phyca11_550301"	466.952974391099	147.763686332091	42.6736438763266	11.8750675471927	1.59303883999847
"Phyca11_574276"	1053.17505380882	366.861514851591	183.753497932272	102.907877955477	36.6851260271793
"Phyca11_566774"	154.913286622081	288.589200093254	16.6174977479736	0	0
"Phyca11_12070"	2028.74372856293	690.232430394999	515.902807063969	299.201568208734	239.626576462604
"Phyca11_505094"	576.877246130143	246.10912393069	140.281461928516	38.804165483027	15.4231490098853
"Phyca11_37186"	944.290463015337	374.583091244213	284.21452505442	71.6423742990993	13.0987270252664
"Phyca11_510820"	1378.3156119261	1594.90309721336	643.47289834275	150.676770971142	47.6938331828443
"Phyca11_569895"	328.586973053346	136.49016283476	35.772213318295	4.09166709743909	3.18607767999693
"Phyca11_537925"	1051.47781076147	346.455838103496	189.156552240384	72.3439302006277	13.5211732000309
"Phyca11_503783"	955.486229665458	419.939784133591	242.699893111509	101.486100761297	53.6494755876453
"Phyca11_537833"	434.87236861951	240.292342816209	172.659389361359	72.2454727962128	22.8829070440113
"Phyca11_541621"	1311.93992990436	416.269223073914	295.856971714861	80.7310866902563	17.0649607342258
"Phyca11_530984"	418.298338429667	170.04713376381	87.8019416073586	20.6200721837632	10.2324989607498
"Phyca11_575859"	1244.08530069385	532.200899274274	329.069589265171	96.7804886891091	77.3406039116615
"Phyca11_529263"	178.878646182058	868.17504112023	78.4458571946216	23.9370333336835	11.1957210670777
"Phyca11_550086"	565.59036278006	147.752653407183	73.4994527877486	35.5611388642611	1.68193641107621
"Phyca11_565932"	465.830103133758	168.865349340609	68.1462341510898	35.7155495011174	8.42841254672389
"PcRxLR153"	31.754477987879	310.137525102506	672.611224296657	1042.92249932947	1161.88058869039
"Phyca11_107310"	83.7912338746987	184.433539541689	16.6174977479736	0	0
"Phyca11_6236"	410.559225745035	267.235125271599	162.889744407876	76.7761028157656	17.4418953375056
"Phyca11_83727"	315.313784901006	98.9202018112764	86.3575305390808	6.54469697979333	3.07203998405826
"Phyca11_509331"	67.2295637002388	475.511800193853	789.488699939961	1050.25990156489	1261.5404325301
"Phyca11_506916"	2133.72698899891	1330.11571866382	983.200577889921	612.535836527332	369.534585037489
"Phyca11_575024"	1089.62071712273	284.574379001793	207.88803901353	46.6615004639351	15.5972921768467
"Phyca11_506839"	217.287340502783	249.617993568605	139.089204118593	44.0840217263317	21.9272795941297
"Phyca11_510818"	733.533964232971	417.797991343487	189.968935966019	52.1553679368642	10.4808885232617
"Phyca11_5907"	84.3932997198314	136.904613740067	0	0	0
"Phyca11_558600"	451.904151027249	121.584934564493	101.573815308137	51.2805901916626	19.6064919443428
"Phyca11_575060"	278.126074182279	68.9454852873051	38.6846502499901	0	2.7434716095233
"Phyca11_13974"	4.58036140325459	164.415500095503	33.8118050385772	11.5167076731834	0
"Phyca11_502908"	291.570068256474	124.134838339696	60.5485615626554	20.0584017420709	1.59303883999847
"Phyca11_503760"	1398.65838364849	278.339258019478	115.276904236861	54.9406204266994	45.3086147176794
"Phyca11_20734"	0	0	6.71744364698117	15.5145263664505	338.891553346414
"Phyca11_507574"	27.1572646728917	35.861506312638	161.076335070614	480.912955160926	1084.45993696362
"Phyca11_541044"	120.591436494588	109.964430613465	20.6179298352721	0.659982030413087	0
"PcRxLR030"	14.6976893608767	158.0893041696	1011.79117040608	2573.43265619839	2058.24770294344
"Phyca11_508607"	687.37476590628	1017.52251909223	117.286521878847	28.3148859829395	5.04433714857297
"Phyca11_507044"	434.001838280083	2315.43860752871	2208.180495257	2748.7122525157	3012.37753333837
"Phyca11_11970"	0	13.2817773839171	22.6325235836846	106.145647610058	284.865072399871
"PcRxLR313"	7.34884468043837	128.311970717114	870.107911849927	1902.34817766168	1668.90874181939
"Phyca11_510468"	304.540813527919	72.8892160973039	40.0374367993504	4.09166709743909	3.98280195012588
"Phyca11_538636"	198.451845469038	63.6802150530602	42.8156667123555	12.9349833227304	0
"Phyca11_511072"	2080.26923803205	708.274460127344	345.800683455567	116.528023724642	28.2657728219922
"Phyca11_506938"	66.7051500585532	120.770579964852	226.400851810507	545.427472503322	970.332313089278
"Phyca11_564248"	270.209931688449	153.72340112348	89.8977458606099	24.0517572507892	1.15043276952484
"Phyca11_502629"	153.964770404262	8.08154186137905	8.07804601368032	0	1.87993412923019
"Phyca11_112556"	0	55.2388098740379	121.880905229783	365.373336206285	604.043486086878
"Phyca11_7927"	68.1420287374338	219.370853291388	470.865929512744	909.74710069052	1035.03675191588
"Phyca11_574577"	787.51992292366	339.056447128854	238.28238656871	92.560256589954	87.1297758031227
"Phyca11_544943"	173.276673628123	127.822811679133	62.0743476437321	24.2305449452118	8.64629709489091
"Phyca11_10397"	1463.28177215071	536.575574919389	405.446425728513	160.062209676482	105.019186878805
"Phyca11_503897"	242.489728476389	820.348747165909	1138.01425845513	1614.61901551322	1768.73765891995
"Phyca11_532826"	327.870935523434	191.320740962133	54.2967168100028	18.892848318101	6.96741644776205
"Phyca11_507392"	140.641564883288	119.212765140409	74.6100382916082	4.09166709743909	4.52925487282786
"Phyca11_525096"	468.353193218446	147.314169012572	115.948509860404	46.2607822336464	20.3829373245614
"Phyca11_13207"	117.7436343972	452.327519871825	48.9878959371451	14.2549473835565	11.5494295664736
"Phyca11_541740"	992.131743244617	335.151901762008	110.758041249343	72.2535833410883	40.064954641657
"Phyca11_10859"	227.115211720763	96.9163326936302	101.733452385996	1.31996406082617	1.85973155323169
"Phyca11_6779"	336.538409420628	129.698236617306	35.7406181978564	12.5350495776058	5.4583376299789
"Phyca11_541046"	201.340447751574	338.497276024014	24.0197449643955	0	0.0888975710777413
"Phyca11_559729"	259.660560857664	73.707837765433	55.3021479979637	0.659982030413087	6.01844686059798
"Phyca11_531870"	1226.23328657371	451.851660870013	353.346317690418	98.2394079089133	114.035972859635
"Phyca11_16186"	0	0	0	0	109.681970787299
"Phyca11_537120"	717.038733716877	421.089524014906	370.759423634002	75.4081691249709	13.7505165252145
"Phyca11_529073"	5.18443423534527	75.6239469262583	340.589906795694	627.48309612618	781.550961426598
"Phyca11_547535"	335.183997323956	76.7665614556449	35.9914179934072	8.84331622529128	6.30038696060518
"Phyca11_507864"	861.950677639829	386.732389594353	224.724741436616	112.523037253124	39.4709278535726
"Phyca11_511023"	807.897516535159	363.692375829646	135.558630598028	68.651412363149	7.94005407513141
"Phyca11_506907"	1110.61875755562	364.100931361409	226.004751723228	125.045963014154	67.9529714165109
"Phyca11_510402"	469.78538826704	181.836880424741	123.584117858104	52.8443360250865	17.8426814473158
"Phyca11_40500"	763.911312583092	283.699963652924	186.109337759906	83.5077169081485	39.2947927046207
"PcRxLR238"	7.34884468043837	121.325054672317	305.338958636124	783.422322505339	935.611793071915
"Phyca11_19879"	512.592784841741	155.936451176606	121.512323702528	45.9753811669936	45.6560157813989
"Phyca11_556236"	1457.44752822411	396.964968669477	146.475092546718	86.3289585450581	70.4492817664085
"Phyca11_552978"	108.054549349327	238.589959224455	15.6679027847759	8.18333419487819	1.87993412923019
"Phyca11_534494"	9.16072280650918	9.6827545450396	0	14.986319250998	128.208879552962
"PcRxLR121"	205.566675593287	569.255228306336	100.070407172698	9.42203766483846	6.63579230927974
"Phyca11_575575"	327.585619117407	172.071995887984	69.9860209881913	28.1434243482283	11.62002398683
"Phyca11_7431"	182.443884125407	391.659929169856	62.476185767091	10.6363640772324	1.77271576706902
"Phyca11_116048"	1237.23431648352	491.493227202752	304.354568103	113.046939465489	101.832936683852
"Phyca11_112035"	9.16072280650918	22.2882611979857	21.325323752969	83.89603215624	289.866357640563
"Phyca11_542540"	107.956031260231	404.245445789361	747.309086803975	918.187606211642	934.438492758211
"Phyca11_573575"	15.2449105009315	307.62361824813	214.029620558553	58.9981666551372	44.4022896906031
"Phyca11_563801"	201.073453642822	47.6367570223462	9.57285539906954	5.88471494938024	0
"Phyca11_9200"	411.714935046759	301.478049116576	176.100506699392	39.4397704558738	12.6424822872378
"Phyca11_535053"	235.455423321628	40.823514344827	33.808182394954	17.286698705458	11.0963521870284
"PcRxLR326_PartOverlap JGI_Overlap_SameStrand_SameFrame=Phyca11_123179"	14.6976893608767	177.466607731	893.662219783852	1499.86256230886	1287.81065121631
"Phyca11_7335"	0	99.0790007898099	279.702089645403	929.488382262316	868.769707697535
"Phyca11_503727"	231.671744515044	2219.09823637684	1694.84522532743	866.192868269953	525.484701768524
"Phyca11_556263"	887.120766909776	247.361681967165	100.696996607689	60.3949281222805	5.46180309418568
"Phyca11_12615"	85.2109202716453	70.9032004134076	43.9844663506654	0	0.0888975710777413
"Phyca11_19038"	369.662890544594	128.262807009908	55.862707481165	12.5350495776058	4.60350126837837
"Phyca11_69078"	367.498671833437	113.028288462366	45.2600710609424	20.2617123097538	2.83236918060104
"Phyca11_544673"	11.929206083693	25.8872840368632	2.85541175208836	46.1732841653879	305.528810748367
"Phyca11_82482"	252.881404445449	862.694378231668	1353.29843278566	1266.83635448819	1376.40281582725
"Phyca11_537868"	101.963605663423	192.362446930753	19.8305143675798	9.90244751566483	0.834931891225407
"Phyca11_507227"	65.0083015631098	172.297386402821	341.881493595763	548.507667435677	857.907550658084
"Phyca11_532753"	646.967185953655	354.878125710594	256.283077031639	138.167552944795	91.4394009774318
"Phyca11_575123"	735.608122697519	328.043072324813	168.289794497116	119.277440559454	86.8380545596646
"Phyca11_530856"	568.255923831103	1096.33001942964	122.856511501838	7.12341841934051	12.488065078898
"Phyca11_510197"	330.997422197088	415.905295379754	327.215367632669	48.8771177828965	20.8395154489376
"Phyca11_562453"	847.678550156597	225.772518896378	194.89715560097	155.823776182934	99.5040603642141
"Phyca11_12778"	0	293.17502388532	491.327942923051	998.179934429359	898.178334496554
"Phyca11_504978"	1250.94291421164	612.541383689992	353.345571932769	240.510437686814	63.4612252946601
"Phyca11_508761"	20.4690041463787	26.1787517675984	188.284576861057	350.933219453335	407.38611170338
"Phyca11_8575"	0	0	3.67442234021919	1.31996406082617	51.5749636829469
"Phyca11_18414"	368.037474862531	320.600310865394	55.5213526730759	8.18333419487819	6.46105293107161
"Phyca11_544615"	59.4716753789434	443.998064942466	36.0132254089522	7.20467901020641	0.177795142155483
"Phyca11_540430"	57.3514050477683	162.647594749619	10.1726613120882	0	0.0888975710777413
"Phyca11_509421"	1031.78414540368	732.671220984709	433.915582768036	222.696620448222	115.8597133658
"Phyca11_504383"	1251.83907882152	2325.42321986945	2962.19075660836	5244.90034680011	5583.43822159543
"Phyca11_536287"	447.875831838066	105.589742811686	90.8497745125873	23.473035811242	19.1927308950105
"Phyca11_503730"	237.305634611245	83.009412532764	22.6859261196682	21.9228394310404	14.0375057687202
"Phyca11_511367"	10.3688684706905	97.1193335735548	144.938592323135	387.168023151159	482.32454144805
"Phyca11_555166"	354.36587735615	85.2853850112326	68.5712331527974	0	4.09190209720212
"PcRxLR278"	17.1136403190382	43.7455049063203	233.868996193414	461.24351184148	599.406839915204
"Phyca11_545532"	319.25140620085	303.936421672883	65.6369888055573	47.5491701195975	13.484513977502
"Phyca11_541695"	135.787989981215	29.2887636080439	27.0093637351739	5.88471494938024	1.15043276952484
"Phyca11_505902"	21.6371500302569	233.911555909968	398.09618208964	569.370223561691	719.230808877383
"Phyca11_511162"	379.685421611784	1502.37638909516	1376.58119493938	1555.37938400758	1923.07496959362
"Phyca11_506722"	4.58036140325459	41.2062050586984	153.459251580353	381.6049201293	407.716233697915
"Phyca11_504055"	206.064865673891	148.761393091291	107.513023487166	36.0324624464141	18.5959800822246
"Phyca11_542873"	0	7.24917363177684	3.67442234021919	13.0063731597587	187.372729491435
"Phyca11_510111"	0	295.161332683658	463.287686430167	437.591688335815	567.690328206696
"Phyca11_555222"	13.7410842097638	140.864998676087	84.8676972601185	13.3097555251245	2.11960493268741
"Phyca11_552449"	103.45498867718	49.818203687575	8.07804601368032	5.88471494938024	0
"Phyca11_530148"	152.006434111764	181.752638146659	20.3453226241763	6.54469697979333	1.15043276952484
"Phyca11_120140"	104.499675626937	49.2360176158543	2.85541175208836	13.3097555251245	0
"Phyca11_508902"	772.145674468741	253.01158284877	182.132066550956	59.2131206513863	93.6632417775826
"Phyca11_50280"	8.5001386525838	140.067705624686	0	0	0.0888975710777413
"Phyca11_511517"	459.913771595549	270.40443631486	232.387576153483	70.7205837744357	29.2749955586384
"Phyca11_120366"	450.276800427722	137.837730334224	70.2550055556639	47.4832191909159	26.4729381924018
"Phyca11_118720"	0	4.52396479156706	16.6442812699454	340.067956731194	209.855418512686
"Phyca11_533774"	376.044085112558	185.663258025272	119.794116468311	37.0337533529816	26.0538885674974
"Phyca11_508883"	739.401354236183	328.168007589537	94.0275733681318	37.5410849555004	12.821017471338
"Phyca11_507149"	0	22.9645319289567	33.4809836930312	134.982821412094	191.452530759215
"Phyca11_510504"	0	0	334.792721452695	573.64641126562	230.835821237436
"Phyca11_15914"	1198.55218795822	1839.40729378389	2132.19725909076	3288.67700544777	3459.44100320547
"Phyca11_550254"	7.34884468043837	47.3956556992197	193.225259403854	349.132833075916	417.37827571772
"Phyca11_546796"	142.015104179359	56.8816285229757	51.2435017762149	7.97029868905172	4.6451743536816
"Phyca11_508983"	833.144443671865	1395.27474628861	2033.61534749694	3264.84308222669	3445.73211049973
"Phyca11_104572"	341.689940237353	81.8293144597146	23.4733415873604	11.7694298987605	6.03864943659648
"Phyca11_509410"	756.893996783794	331.901049920567	237.377189369313	129.880632941835	75.1205691172962
"Phyca11_528625"	680.331368595412	176.376940755577	80.8118907492817	44.5588657264087	22.0448753109885
"Phyca11_509497"	1062.11540083463	517.040175880771	334.281005352854	183.166184951773	95.0822689323881
"Phyca11_113662"	0	105.744477413703	267.088482120391	474.454819256661	477.486027885013
"Phyca11_511495"	668.947573220357	314.836498879983	216.315468055258	87.3041121850973	78.5924179839166
"Phyca11_8394"	112.144200934361	120.334649010594	59.3215477898952	23.0334153463668	2.75653910575884
"Phyca11_511488"	196.071873622007	357.068051860377	535.534628887298	967.705549048885	1121.78098915458
"Phyca11_509173"	0	309.907456704287	661.642585941889	1227.19543545123	1355.20261983775
"Phyca11_558412"	412.920541619845	172.240214704148	86.9179147947251	39.5490868036907	33.7432902792005
"Phyca11_528468"	730.082585005214	299.08722221657	181.890271527588	117.819451640508	61.382651714508
"Phyca11_542159"	217.451067517916	169.978148983364	38.5426274139612	18.3141268785538	8.05103600712272
"Phyca11_504933"	216.441135642216	394.81894791397	128.770788597985	14.6297195859507	5.74523291921062
"Phyca11_50585"	0	0	6.71744364698117	2.55866753078645	80.5291682515155
"Phyca11_568075"	267.879063403191	69.2901932584264	23.4733415873604	19.3813687138029	5.09749405082004
"Phyca11_505316"	154.021962466499	78.7326080267527	50.3521209474675	19.7397285878122	4.10990714230008
"Phyca11_560795"	115.795585758889	234.019680245133	30.0523850419359	5.33037056739937	0
"Phyca11_11936"	276.486334487046	152.309287976147	89.9937201767692	73.9204221288182	26.3159594778536
"Phyca11_528097"	1737.96243461974	1000.01435289102	653.96166751575	407.310751199761	329.533372304613
"Phyca11_560308"	226.686551874041	125.732427800829	177.77646328492	31.1751756701297	14.0784820920367
"Phyca11_507010"	0	5.15878975347254	270.703336863356	300.24078083668	241.319158206072
"Phyca11_505108"	856.294244281518	404.404260317233	290.856084546029	159.357133357029	139.13020613885
"Phyca11_11484"	224.503622900459	115.838984776821	59.9213537029138	28.3961465738054	14.1434135172857
"PcRxLR244"	0	5.15878975347254	9.38524584439591	78.7208301612127	167.83215327431
"PcRxLR459"	9.16072280650918	14.8415442985121	85.9024543876985	214.034780809059	291.5469109071
"Phyca11_545125"	85.5045939116737	156.393858787141	70.564019485665	29.1050285350451	3.46960145929584
"Phyca11_508770"	0	0	51.2435017762149	295.893781254475	198.706105987691
"Phyca11_505019"	297.169842089514	112.586782195429	43.1618331189114	23.2770513032704	8.77906528217243
"Phyca11_506574"	147.973145212299	792.892463947473	522.031302009204	99.6313880104713	14.4133162693917
"Phyca11_533584"	2109.40177335721	704.608510141961	543.882373503445	362.794287634456	341.731178130511
"Phyca11_5410"	9.16072280650918	205.923456420095	46.6558911917033	8.18333419487819	0.533385426466448
"Phyca11_127329"	112.144200934361	170.959032656342	103.306014140561	29.1690923123621	5.98123410711166
"Phyca11_507766"	1900.91841833955	716.888719082133	644.264682211715	312.053200084833	210.765311964006
"Phyca11_510832"	362.825132561558	467.678512713529	251.402132046462	130.261305567294	10.5408823996483
"Phyca11_49291"	101.080704116079	40.0940033734699	27.0627662711575	0.659982030413087	0
"Phyca11_105032"	63.7079337666702	53.7301709134647	202.113311233483	429.720115019865	588.7132189778
"Phyca11_511217"	1029.96540281422	332.229738847639	264.44238932925	111.427259272915	95.534255243179
"Phyca11_550198"	4.58036140325459	81.3228756321847	400.14758857909	714.783759865941	575.629566175609
"Phyca11_559116"	273.129572343656	1571.01193292577	1500.76907844554	1430.44997911513	1453.94167433954
"Phyca11_536711"	928.770309643562	358.227126587802	230.119342898607	143.066432465486	121.548808437434
"PcRxLR356"	0	49.0501086232664	138.866705815778	308.557133923351	331.258728326377
"Phyca11_508763"	0	2.57939487673627	153.669276255725	395.159376530946	283.152850307998
"Phyca11_502599"	1330.86085874091	472.699518498122	269.958084754679	84.3904593825315	47.3387685483317
"Phyca11_507292"	1117.42536986224	1369.30263078013	1850.42577183035	2641.04956480264	3066.42904814396
"Phyca11_505891"	54.3437524654329	177.215676183369	221.72462092595	460.884645029812	642.453996179202
"Phyca11_561644"	245.140900140024	103.870415372145	71.5924470440144	19.9527640936387	4.95385589820353
"Phyca11_503753"	147.870558859082	83.6545210298273	29.3729636010543	12.9349833227304	1.68193641107621
"Phyca11_503313"	0	0	28.6123316553339	122.202887395689	227.390240127562
"Phyca11_573033"	4.58036140325459	0	21.9567247864262	96.8148995713833	199.161314408912
"Phyca11_508016"	1333.16758658599	773.394298593416	723.300297496258	448.286377689925	244.995703017083
"Phyca11_67599"	235.447609384298	91.4755971981671	56.9809442944033	15.8610969961996	4.44561059659801
"Phyca11_511870"	99.3779000339988	499.74344076293	584.139046700563	812.728508938083	765.279270116759
"Phyca11_128036"	211.725367729152	53.4290209977731	48.3880900241265	9.78772359855918	8.31090938657844
"Phyca11_569903"	142.992169471682	69.8186979357714	36.2324300840644	18.1597162416975	0
"Phyca11_119050"	172.57047447746	439.690854377645	40.9632524594484	2.47740693992055	1.5060230538358
"Phyca11_551490"	10.6645490976769	12.4079633852494	49.6989124984653	127.376130266764	323.967857078799
"Phyca11_571282"	98.232902018691	55.9551756341232	22.0593366846777	0.659982030413087	0.595261087768186
"Phyca11_14369"	15.3414216030694	206.880747757757	569.851794213095	532.626038388396	429.194285553581
"Phyca11_511341"	114.05259016257	483.124015819136	556.596185693394	950.67348338307	996.225297246342
"Phyca11_59140"	54.0357006305298	186.867120454952	5.22263426159196	4.09166709743909	1.23933034060258
"Phyca11_533605"	146.05834036281	39.1690614207803	25.2407581838454	19.300108122937	0.444487855388706
"Phyca11_507351"	899.121793663498	408.67745375738	335.30801294971	138.268555043336	95.8177393868508
"Phyca11_511144"	216.079122769108	359.697384147395	413.400314945628	784.060909619394	1137.29296560984
"Phyca11_509974"	306.397780809017	67.2081408251274	31.063198358456	13.9697375555376	1.68193641107621
"Phyca11_18450"	0	0	0	46.7801806279318	154.342752427468
"Phyca11_543949"	55.2435059245099	30.848530522639	32.2587815187377	0	1.4790011440598
"Phyca11_19592"	112.059792739433	458.919645460325	589.784689472277	928.681167816014	1185.68991374372
"Phyca11_132086"	1361.65844549768	2943.64791752279	2903.94317301385	4084.8461770534	4329.9339627619
"Phyca11_7208"	98.969196763343	459.870871478228	66.0656104508881	8.18333419487819	2.38976311012741
"Phyca11_511348"	155.49816018528	77.8905576121941	49.7486923908257	7.42504057574429	0.266692713233224
"Phyca11_131909"	1051.10714820344	559.862745576978	401.751955457685	208.555275442279	144.907628307644
"Phyca11_548149"	1037.44325583815	345.504106529176	154.400072565943	120.121457954002	100.365604354053
"Phyca11_108611"	0	2.57939487673627	6.71744364698117	82.7503660556393	122.078179915834
"Phyca11_511793"	203.839242497389	2389.49759292993	1480.07224754155	487.191075216521	121.726364844918
"Phyca11_5719"	0	7.10335966830333	0	9.7372092744645	91.6884224981527
"Phyca11_506606"	1661.45644432871	785.505019635953	545.521758862107	296.864369699096	294.521889733878
"Phyca11_505875"	163.182685273008	121.678266441319	23.6925462624726	0	3.91746082461736
"Phyca11_532907"	223.303983106543	42.0800190573661	26.1131713079598	11.7694298987605	2.01050478561117
"Phyca11_557107"	158.004206624299	145.555945851644	35.7406181978564	1.23870346996027	7.07157904597587
"Phyca11_548738"	254.36075662149	92.004101875512	50.9745172087423	45.8275121046846	10.175083631265
"Phyca11_556162"	157.918400113321	63.4018925335968	4.95002705049619	2.55866753078645	0.622282997544189
"Phyca11_556638"	136.777766851656	35.5700385819028	18.2507073257685	6.65033462822554	4.95197411328845
"Phyca11_123193"	428.87165127144	157.634462156083	63.5993986867562	35.8138610898382	10.9271642092915
"Phyca11_503635"	277.100771540095	418.307541706234	1216.84810262643	1620.78254718845	1622.87439678546
"Phyca11_71787"	166.32817498434	46.0769901077511	26.0063662359927	0.659982030413087	1.15043276952484
"Phyca11_101174"	125.207508708266	483.359982983572	635.470598246731	737.762497295757	912.42141547756
"Phyca11_570091"	444.675157051455	191.93273852781	107.177050807636	82.2508409008413	40.183595900442
"Phyca11_507516"	1351.62016762673	1873.99119716523	2496.73647251442	3453.21539116137	3999.4495387734
"Phyca11_556314"	532.117978677152	165.919606247588	119.964111781155	41.151557716949	21.1639626304667
"Phyca11_525953"	7.99257692263098	39.0226461071054	25.4563402153344	56.0008402993917	202.150082682989
